"parent","code","name"
"791","7911","Travel agency activities"
"791","7912","Tour operator activities"
"79","799","Other travel related activities"
"799","7990","Other travel related activities"
"O","80","Investigation and security activities"
"80","801","Investigation and security activities"
"801","8011","Investigation and private security activities"
"801","8019","Security activities n.e.c."
"O","81","Services to buildings and landscape activities"
"81","811","Combined facilities support activities"
"811","8110","Combined facilities support activities"
"81","812","Cleaning activities"
"812","8121","General cleaning of buildings"
"812","8129","Other cleaning activities"
"81","813","Landscape service activities"
"813","8130","Landscape service activities"
"O","82","Office administrative, office support and other business support activities"
"82","821","Office administrative and support activities"
"821","8210","Office administrative and support activities"
"82","822","Activities of call centres"
"822","8220","Activities of call centres"
"82","823","Organization of conventions and trade shows"
"823","8230","Organization of conventions and trade shows"
"82","824","Intermediation service activities for business support activities n.e.c., except financial intermediation"
"824","8240","Intermediation service activities for business support activities n.e.c., except financial intermediation"
"82","829","Business support service activities n.e.c."
"829","8291","Activities of collection agencies and credit bureaus"
"829","8292","Packaging activities"
"829","8299","Other business support service activities n.e.c."
"","P","Public administration and defence; compulsory social security"
"P","84","Public administration and defence; compulsory social security"
"84","841","Administration of the State and the economic, social and environmental policies of the community"
"841","8411","General public administration activities"
"841","8412","Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security and environment"
"841","8413","Regulation of the activities of providing environmental services"
"841","8414","Regulation of and contribution to more efficient operation of businesses"
"84","842","Provision of services to the community as a whole"
"842","8421","Foreign affairs"
"842","8422","Defence activities"
"842","8423","Public order and safety activities"
"84","843","Compulsory social security activities"
"843","8430","Compulsory social security activities"
"","Q","Education"
"Q","85","Education"
"85","851","Pre-primary education"
"851","8510","Pre-primary education"
"85","852","Primary education"
"852","8520","Primary education"
"85","853","Secondary and post-secondary non-tertiary education"
"853","8531","General secondary education"
"853","8532","Vocational secondary education"
"853","8533","Post-secondary non-tertiary education"
"85","854","Tertiary education"
"854","8540","Tertiary education"
"85","855","Other education"
"855","8551"," Sports and recreation education"
"855","8552"," Cultural education"
"855","8553","Driving school activities"
"855","8559","Other education n.e.c."
"85","856","Educational support activities"
"856","8561","Intermediation service activities for courses and tutors"
"856","8569","Other educational support activities"
"","R","Human health and social work activities"
"R","86","Human health activities"
"86","861","Hospital activities"
"861","8610","Hospital activities"
"86","862","Medical and dental practice activities"
"862","8620","Medical and dental practice activities"
"86","869","Other human health activities"
"869","8691","Intermediation service activities for medical, dental, and other human health services"
"869","8699","Other human health activities n.e.c"
"R","87","Residential care activities"
"87","871","Residential nursing care activities"
"871","8710","Residential nursing care activities"
"87","872","Residential care activities for persons living with or having a diagnosis of a mental illness or substance abuse"
"872","8720","Residential care activities for persons living with or having a diagnosis of a mental illness or substance abuse"
"87","873","Residential care activities for older persons or persons with physical disabilities"
"873","8730","Residential care activities for older persons or persons with physical disabilities"
"87","879","Other residential care activities"
"879","8791","Intermediation service activities for residential care activities"
"879","8799","Other residential care activities n.e.c."
"R","88","Social work activities without accommodation"
"88","881","Social work activities without accommodation for older persons or persons with disabilities"
"881","8810","Social work activities without accommodation for older persons or persons with disabilities"
"88","889","Other social work activities without accommodation"
"889","8890","Other social work activities without accommodation"
"","S","Arts, sports and recreation"
"S","90","Arts creation and performing arts activities"
"90","901","Arts creation activities"
"901","9011","Literary creation and musical composition activities"
"901","9012","Visual arts creation activities"
"901","9013","Other arts creation activities"
"90","902","Activities of performing arts"
"902","9020","Activities of performing arts"
"90","903","Support activities to arts creation and performing arts"
"903","9031","Operation of arts facilities and sites"
"903","9039","Other support activities to arts creation and performing arts"
"S","91","Library, archives, museum and other cultural activities"
"91","911","Library and archive activities"
"911","9111","Library activities"
"911","9112","Archive activities"
"91","912","Museum, collection, historical site and monument activities"
"912","9121","Museum and collection activities"
"912","9122","Historical site and monument activities"
"91","913","Conservation, restoration and other support activities for cultural heritage"
"913","9130","Conservation, restoration and other support activities for cultural heritage"
"91","914","Botanical and zoological garden and nature reserve activities"
"914","9141","Botanical and zoological garden activities"
"914","9142","Nature reserve activities"
"S","92","Gambling and betting activities"
"92","920","Gambling and betting activities"
"920","9200","Gambling and betting activities"
"S","93","Sports activities and amusement and recreation activities"
"93","931","Sports activities"
"931","9311","Operation of sports facilities"
"931","9312","Activities of sports clubs"
"931","9319","Other sports activities"
"93","932","Amusement and recreation activities"
"932","9321","Activities of amusement parks and theme parks"
"932","9329","Other amusement and recreation activities"
"","T","Other service activities"
"T","94","Activities of membership organizations"
"94","941","Activities of business, employers and professional membership organizations"
"941","9411","Activities of business and employers membership organizations"
"941","9412","Activities of professional membership organizations"
"94","942","Activities of trade unions"
"942","9420","Activities of trade unions"
"94","949","Activities of other membership organizations"
"949","9491","Activities of religious organizations"
"949","9492","Activities of political organizations"
"949","9499","Activities of other membership organizations n.e.c."
"T","95","Repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles"
"95","951","Repair and maintenance of computers and communication equipment"
"951","9510","Repair and maintenance of computers and communication equipment"
"95","952","Repair and maintenance of personal and household goods"
"952","9521","Repair and maintenance of consumer electronics"
"952","9522","Repair and maintenance of household appliances and home and garden equipment"
"952","9523","Repair and maintenance of footwear and leather goods"
"952","9524","Repair and maintenance of furniture and home furnishings"
"952","9529","Repair and maintenance of other personal and household goods"
"95","953","Repair and maintenance of motor vehicles and motorcycles"
"953","9531","Repair and maintenance of motor vehicles"
"953","9532","Repair and maintenance of motorcycles"
"95","954","Intermediation service activities for repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles"
"954","9540","Intermediation service activities for repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles"
"T","96","Personal service activities"
"96","961","Washing and cleaning of textile and fur products"
"961","9610","Washing and cleaning of textile and fur products"
"96","962","Hairdressing, beauty treatment, day spa and similar activities"
"962","9621","Hairdressing and barber activities"
"962","9622","Beauty care and other beauty treatment activities"
"962","9623","Day spa, sauna and steam bath activities"
"96","963","Funeral and related activities"
"963","9630","Funeral and related activities"
"96","964","Intermediation service activities for personal services"
"964","9640","Intermediation service activities for personal services"
"96","969","Other personal service activities n.e.c."
"969","9690","Other personal service activities n.e.c."
"","U","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use"
"U","97","Activities of households as employers of domestic personnel"
"97","970","Activities of households as employers of domestic personnel"
"970","9700","Activities of households as employers of domestic personnel"
"U","98","Undifferentiated goods- and services-producing activities of private households for own use"
"98","981","Undifferentiated goods-producing activities of private households for own use"
"981","9810","Undifferentiated goods-producing activities of private households for own use"
"98","982","Undifferentiated service-producing activities of private households for own use"
"982","9820","Undifferentiated service-producing activities of private households for own use"
"","V","Activities of extraterritorial organizations and bodies"
"V","99","Activities of extraterritorial organizations and bodies"
"99","990","Activities of extraterritorial organizations and bodies"
"990","9900","Activities of extraterritorial organizations and bodies"
